_index,attribute,louvain
Fbn2,rna,4
Map1b,rna,1
Gm12739,rna,6
Gm13456,rna,1
Gm5113,rna,5
Gm4617,rna,1
Gm45223,rna,14
Gm45206,rna,3
Gm45162,rna,17
Gm44799,rna,14
Gm44437,rna,0
Gm6142,rna,8
Gm44432,rna,15
Gm44164,rna,0
Gm44090,rna,2
Gm4366,rna,1
Gm43533,rna,0
Gm43483,rna,2
Gm43359,rna,10
Gm43289,rna,18
Gm44235,rna,7
Gm6169,rna,7
Gm6254,rna,0
Gm6368,rna,6
Gpkow,rna,6
Gpd2,rna,1
Gpc3,rna,10
Gpc1,rna,7
Gpbp1l1,rna,7
Gpat4,rna,15
Golga3,rna,8
Gns,rna,18
Gnl3,rna,4
Gnb2,rna,1
Gnai1,rna,3
Gmcl1,rna,3
Gm9800,rna,1
Gm8738,rna,19
Gm7993,rna,12
Gm7729,rna,13
Gm6483,rna,10
Gm43176,rna,17
Gm42973,rna,14
Gm42845,rna,5
Gm42692,rna,9
Gm27029,rna,0
Gm24245,rna,3
Gm23935,rna,9
Gm23493,rna,2
Gm23209,rna,12
Gm21092,rna,3
Gm20900,rna,3
Gm1947,rna,15
Gm16199,rna,5
Gm15421,rna,3
Gm14843,rna,8
Gm14698,rna,10
Gm14681,rna,0
Gm14419,rna,2
Gm14418,rna,3
Gm14410,rna,3
Gm14288,rna,6
Gm29216,rna,5
Gm13450,rna,8
Gm3355,rna,5
Gm3699,rna,17
Gm42589,rna,18
Gm42571,rna,2
Gm42443,rna,19
Gm38359,rna,8
Gm38252,rna,13
Gm38197,rna,19
Gm38082,rna,18
Gm38043,rna,1
Gm37747,rna,2
Gm37621,rna,6
Gm37608,rna,14
Gm37457,rna,0
Gm37258,rna,2
Gm37254,rna,15
Gm37204,rna,2
Gm37105,rna,6
Gm37082,rna,0
Gm3362,rna,8
mt.Rnr2,rna,11
